chem_formula,category,crystal_system,bravais_lattice,precision_level,rgkmax,k_point_density,functional,total_energy,E_cut,precision_element1,precision_element2,precision_element3,min_atom_num,max_atom_num,numbers,json_id_num,name,num_atoms,A_atom_num,B_atom_num,A_EA_half,B_EA_half,A_rs,A_s_index,A_rp,A_p_index,A_rd,A_d_index,A_rf,A_f_index,B_rs,B_s_index,B_rp,B_p_index,B_rd,B_d_index,B_rf,B_f_index,A_HOMO,A_LUMO,B_HOMO,B_LUMO,A_EA_delta,A_IP_half,A_IP_delta,B_EA_delta,B_IP_half,B_IP_delta,A_energy,A_bravais_lattice,A_num_atoms,B_energy,B_bravais_lattice,B_num_atoms,A_energy_error,B_energy_error,A_fraction,B_fraction,stoich_pred,A_stoich,B_stoich,stoich_error_pred,A_stoich_error,B_stoich_error,binary_energy_of_formation,binary_energy_error,binary_eof_error
Bi4F12,binaries_expanded,cubic,cP,60.0,7.83226472,8.0,pbe,-148851.93617308288,280.48985004,57.738,72.581,,9,83,"[83, 83, 83, 83, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",714,83_Bi,16,9,83,-3.66044176,-0.71209263,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,0.9947,40.0,1.3029,41.0,0.5475,35.0,0.0,0.0,-10.15882255,1.25211742,-5.19685281,-3.32385233,-3.872247645,17.61722535,17.744721999,-0.765292567,8.53103046,8.5669863421,-2715.8879230775174,mS,8,-587251.8137012228,hR,6,-0.1454181881877048,-0.22295657033100724,0.75,0.25,-148849.86936761384,-2036.915942308138,-146812.9534253057,-0.1648027837235304,-0.1090636411407786,-0.05573914258275181,-2.0668054690468125,-0.18815999809885398,-0.023357214377028868
O8Po4,binaries_expanded,cubic,cF,60.0,8.01431291,8.0,pbe,-203157.98326583524,293.68044156,78.265,59.017,,8,84,"[8, 8, 8, 8, 8, 8, 8, 8, 84, 84, 84, 84]",715,84_Po,12,84,8,-1.92327923,-1.62640753,0.9487,40.0,1.2216,41.0,0.5285,35.0,0.0,0.0,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,-4.94029698,-4.94029698,-7.09864343,-7.09864343,-1.974177097,8.18983117,8.2196328581,-1.813515141,13.43202126,13.536399783,-605379.7963058291,cP,1,-2045.421498919955,tI,4,-0.13942574907559901,-0.13391193797224332,0.3333333333333333,0.6666666666666666,-203156.87976788965,-201793.26543527635,-1363.6143326133033,-0.13574987500669522,-0.04647524969186634,-0.08927462531482888,-1.1034979455862413,-0.19904886485892348,-0.06329898985222826
H4Li4,binaries_expanded,cubic,cF,70.0,5.79355796,8.0,pbe,-110.67670761834025,232.99965325,99.282,68.555,,1,3,"[1, 1, 1, 1, 3, 3, 3, 3]",716,01_H,8,1,3,-0.69804885,-0.43620871,0.5521,1.0,1.3786,3.0,1.058,7.0,0.0,0.0,1.6348,2.0,1.9618,3.0,6.7209,14.0,9.9999,7.0,-6.3316859,-6.3316859,-3.14714133,-1.23869654,-1.727702621,12.42399219,0.0,-0.443360974,5.57877819,5.47070464,-15.877329648358131,hP,4,-204.67185467948693,hR,3,-0.003952336917420141,-0.0046211462417034,0.5,0.5,-110.27459216392253,-7.938664824179066,-102.33592733974346,-0.00428674157956177,-0.0019761684587100703,-0.0023105731208517,-0.4021154544177108,-0.00933246141123334,-0.005045719831670681
F4Li4,binaries_expanded,cubic,cF,70.0,7.25890416,8.0,pbe,-1463.2775054383728,289.0025282,67.268,85.894,,3,9,"[9, 9, 9, 9, 3, 3, 3, 3]",717,03_Li,8,9,3,-3.66044176,-0.43620871,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,1.6348,2.0,1.9618,3.0,6.7209,14.0,9.9999,7.0,-10.15882255,1.25211742,-3.14714133,-1.23869654,-3.872247645,17.61722535,17.744721999,-0.443360974,5.57877819,5.47070464,-2716.012464114921,mS,8,-204.67185467948693,hR,3,-0.02087715078414476,-0.0046211462417034,0.5,0.5,-1460.342159397204,-1358.0062320574605,-102.33592733974346,-0.01274914851292408,-0.01043857539207238,-0.0023105731208517,-2.9353460411688985,-0.016107387691590702,-0.003358239178666622
Be4S4,binaries_expanded,cubic,cF,70.0,7.73589375,8.0,pbe,-5633.349763869224,387.2626575,77.885,93.114,,4,16,"[16, 16, 16, 16, 4, 4, 4, 4]",718,04_Be,8,16,4,-2.09291139,0.74699855,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.0864,2.0,1.2151,3.0,2.8911,7.0,0.0,0.0,-5.96396442,-5.96396442,-5.54141769,-1.96183923,-2.161912664,10.17755485,10.215659841,0.661979595,9.40560968,9.457792755,-10862.049342448285,cP,1,-401.8978044137807,hP,2,-0.014884823898682953,-0.006843468724582635,0.5,0.5,-5631.9735734310325,-5431.024671224142,-200.94890220689035,-0.010864146311632794,-0.007442411949341476,-0.0034217343622913177,-1.3761904381915429,-0.008956052637586254,0.0019080936740465404
B2N2,binaries_expanded,hexagonal,hP,70.0,6.62594347,8.0,pbe,-1084.3866612169163,353.45113507,69.355,73.902,,5,7,"[7, 7, 5, 5]",719,05_B,4,5,7,-0.43296391,0.30192328,0.8033,2.0,0.834,3.0,2.1242,10.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-3.97338496,-3.97338496,-8.25462313,-3.99815016,-0.603998573,8.31384711,8.413118875,0.137516499,14.71820934,14.847717177,-676.1679292434186,hR,12,-1490.1139032959857,cP,8,-0.0106460118298628,-0.01778927643727002,0.5,0.5,-1083.140916269702,-338.0839646217093,-745.0569516479928,-0.01421764413356641,-0.0053230059149314,-0.00889463821863501,-1.2457449472141207,-0.02032551116758441,-0.006107867034074843
C4Ti4,binaries_expanded,cubic,cF,70.0,8.16154463,8.0,pbe,-12136.022998199678,343.20896338,87.045,69.159,,6,22,"[6, 6, 6, 6, 22, 22, 22, 22]",720,06_C,8,6,22,-1.46237959,-0.57901012,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.5843,10.0,2.0971,16.0,0.538,11.0,0.0,0.0,-6.05205467,-3.50634355,-2.52576768,-2.52576768,-1.62667163,11.49493763,11.61299938,-0.526476342,6.75276856,6.579855169,-1036.8351273024343,hP,4,-23233.53792794809,hP,2,-0.01566043711659404,-0.023996913485461846,0.5,0.5,-12135.186527625263,-518.4175636512172,-11616.768963974046,-0.019828675301027943,-0.00783021855829702,-0.011998456742730923,-0.8364705744152161,-0.01847044909845863,0.0013582262017735047
N4V4,binaries_expanded,cubic,cF,70.0,8.24360641,8.0,pbe,-13662.190898140274,310.7255256,86.288,69.158,,7,23,"[7, 7, 7, 7, 23, 23, 23, 23]",721,07_N,8,23,7,-0.7277671,0.30192328,1.4968,10.0,0.4492,7.0,0.4861,11.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-3.10083769,-1.50553554,-8.25462313,-3.99815016,-0.394700909,7.51374216,7.084616394,0.137516499,14.71820934,14.847717177,-25832.36339617188,cI,2,-1490.1139032959857,cP,8,-0.02604647580665187,-0.01778927643727002,0.5,0.5,-13661.238649733934,-12916.18169808594,-745.0569516479928,-0.021917876121960944,-0.013023237903325935,-0.00889463821863501,-0.9522484063408001,-0.026062768629344646,-0.004144892507383702
Cd4O4,binaries_expanded,cubic,cF,70.0,8.82433922,8.0,pbe,-77161.73587074972,356.04658434,86.176,67.461,,8,48,"[8, 8, 8, 8, 48, 48, 48, 48]",722,08_O,8,8,48,-1.62640753,0.99936643,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.2328,24.0,1.7563,25.0,0.5191,19.0,0.0,0.0,-7.09864343,-7.09864343,-5.69765828,-1.11459223,-1.813515141,13.43202126,13.536399783,0.958243665,9.27058591,9.309496174,-2045.5349971410203,tI,4,-152275.57535134844,hP,2,-0.020413716906887203,-0.03653946204576641,0.5,0.5,-77160.55517424473,-1022.7674985705102,-76137.78767567422,-0.028476589476326808,-0.010206858453443601,-0.018269731022883207,-1.1806965049909195,-0.04526513624296058,-0.016788546767202206
F4Na4,binaries_expanded,cubic,cF,70.0,7.67520809,8.0,pbe,-3570.727433786688,269.35358058,71.126,72.16,,9,11,"[9, 9, 9, 9, 11, 11, 11, 11]",723,09_F,8,9,11,-3.66044176,-0.47888166,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,1.7391,6.0,0.2868,3.0,8.4494,11.0,0.0,0.0,-10.15882255,1.25211742,-3.00788456,-1.38498921,-3.872247645,17.61722535,17.744721999,-0.506075859,5.2871817,5.251806074,-2716.012464114921,mS,8,-4420.046540899066,hR,3,-0.02087715078414476,-0.019377670228095667,0.5,0.5,-3568.0295025069936,-1358.0062320574605,-2210.023270449533,-0.020127410506120214,-0.01043857539207238,-0.009688835114047833,-2.697931279694785,-0.016947087143307726,0.003180323362812487
Cl4Na4,binaries_expanded,cubic,cF,70.0,7.50127263,8.0,pbe,-8490.866419733851,257.28373603,73.411,70.525,,11,17,"[17, 17, 17, 17, 11, 11, 11, 11]",724,11_Na,8,17,11,-3.61204219,-0.47888166,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,1.7391,6.0,0.2868,3.0,8.4494,11.0,0.0,0.0,-8.09428669,0.07351292,-3.00788456,-1.38498921,-3.692423862,12.97184405,13.023881781,-0.506075859,5.2871817,5.251806074,-12558.027350785307,oS,8,-4420.046540899066,hR,3,-0.015586857505695662,-0.019377670228095667,0.5,0.5,-8489.036945842186,-6279.013675392654,-2210.023270449533,-0.017482263866895664,-0.007793428752847831,-0.009688835114047833,-1.8294738916647475,-0.017278896099014673,0.00020336776788099087
Mg4O4,binaries_expanded,cubic,cF,70.0,7.6703051,8.0,pbe,-3751.320035146565,269.00955875,74.906,72.499,,8,12,"[8, 8, 8, 8, 12, 12, 12, 12]",725,12_Mg,8,8,12,-1.62640753,0.70699043,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.3534,6.0,0.2535,3.0,5.6658,11.0,0.0,0.0,-7.09864343,-7.09864343,-4.67921703,-1.28412188,-1.813515141,13.43202126,13.536399783,0.507814163,7.88824061,7.927674523,-2045.5349971410203,tI,4,-5451.364811088579,hP,2,-0.020413716906887203,-0.014259057042181666,0.5,0.5,-3748.4499041147997,-1022.7674985705102,-2725.6824055442894,-0.017336386974534435,-0.010206858453443601,-0.007129528521090833,-2.8701310317651405,-0.014540987511281855,0.0027953994631388923
Al4P4,binaries_expanded,cubic,cF,70.0,7.40764396,8.0,pbe,-7958.878383685467,186.64692618,71.527,72.523,,13,15,"[15, 15, 15, 15, 13, 13, 13, 13]",726,13_Al,8,15,13,-0.6071147,-0.48227471,0.8359,6.0,0.9704,7.0,1.999,14.0,0.0,0.0,1.111,6.0,1.3994,7.0,9.9999,14.0,0.0,0.0,-6.24123172,-3.71382083,-2.98165033,-2.98165033,-0.681535392,10.43510715,10.491352025,-0.58275585,5.89030739,5.929035492,-9308.965824906432,oS,8,-6607.500506013136,cF,4,-0.009085885007152683,-0.00999789534307638,0.5,0.5,-7958.233165459784,-4654.482912453216,-3303.750253006568,-0.009541890175114531,-0.0045429425035763416,-0.00499894767153819,-0.6452182256830383,-0.008934861763918889,0.0006070284111956425
C4Si4,binaries_expanded,cubic,cF,70.0,7.65207221,8.0,pbe,-4464.754057365426,301.69771512,81.611,72.153,,6,14,"[6, 6, 6, 6, 14, 14, 14, 14]",727,14_Si,8,6,14,-1.46237959,-1.40191482,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,0.9505,6.0,1.1413,7.0,4.8328,11.0,0.0,0.0,-6.05205467,-3.50634355,-4.58454345,-2.97879693,-1.62667163,11.49493763,11.61299938,-1.485127393,8.17443891,8.226505196,-1036.8351273024343,hP,4,-7892.251084997474,cF,2,-0.01566043711659404,-0.011183543472725432,0.5,0.5,-4464.543106149954,-518.4175636512172,-3946.125542498737,-0.013421990294659736,-0.00783021855829702,-0.005591771736362716,-0.2109512154715958,-0.010755984417301079,0.002666005877472344
In4P4,binaries_expanded,cubic,cF,70.0,9.2453263,8.0,pbe,-84700.60537737171,290.74022935,89.272,69.878,,15,49,"[15, 15, 15, 15, 49, 49, 49, 49]",728,15_P,8,15,49,-0.6071147,-0.42506334,0.8359,6.0,0.9704,7.0,1.999,14.0,0.0,0.0,1.1449,24.0,1.5146,25.0,0.493,19.0,0.0,0.0,-6.24123172,-3.71382083,-2.79322651,-2.79322651,-0.681535392,10.43510715,10.491352025,-0.503828411,5.50064963,5.535885081,-9308.965824906432,oS,8,-160091.73991766077,cF,2,-0.009085885007152683,-0.024222223844844848,0.5,0.5,-84700.3528712836,-4654.482912453216,-80045.86995883039,-0.016654054425998766,-0.0045429425035763416,-0.012111111922422424,-0.25250608811620623,-0.02036704937927425,-0.00371299494872801
S4Zn4,binaries_expanded,cubic,cF,70.0,9.07153844,8.0,pbe,-29869.5589012482,376.2741,91.332,71.15,,16,30,"[16, 16, 16, 16, 30, 30, 30, 30]",729,16_S,8,16,30,-2.09291139,1.00596785,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.1054,15.0,1.6393,16.0,0.2997,10.0,0.0,0.0,-5.96396442,-5.96396442,-5.99854228,-1.067667,-2.161912664,10.17755485,10.215659841,0.940787159,9.85634643,9.902511277,-10862.049342448285,cP,1,-48874.79706211687,hP,2,-0.014884823898682953,-0.02267484783078544,0.5,0.5,-29868.423202282578,-5431.024671224142,-24437.398531058436,-0.018779835864734196,-0.007442411949341476,-0.01133742391539272,-1.1356989656233054,-0.02012323525195825,-0.0013433993881335482
Cl4Cu4,binaries_expanded,cubic,cF,70.0,8.98963903,8.0,pbe,-28797.259641806468,369.51063449,87.977,71.234,,17,29,"[17, 17, 17, 17, 29, 29, 29, 29]",730,17_Cl,8,17,29,-3.61204219,-1.27943647,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,1.2028,15.0,1.8653,16.0,0.319,10.0,0.0,0.0,-8.09428669,0.07351292,-4.90153402,-3.97007042,-3.692423862,12.97184405,13.023881781,-1.295153636,8.35058622,8.367551932,-12558.027350785307,oS,8,-45035.72017645558,cF,4,-0.015586857505695662,-0.02389874838263495,0.5,0.5,-28796.873763620442,-6279.013675392654,-22517.86008822779,-0.019742802944165305,-0.007793428752847831,-0.011949374191317474,-0.3858781860253657,-0.02171615634506452,-0.0019733533990802243
Cl4K4,binaries_expanded,cubic,cF,70.0,7.28486845,8.0,pbe,-14473.33440645518,216.7895395,66.972,71.293,,17,19,"[19, 19, 19, 19, 17, 17, 17, 17]",731,19_K,8,17,19,-3.61204219,-0.43675274,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,2.2067,10.0,0.6124,7.0,2.1213,15.0,0.0,0.0,-8.09428669,0.07351292,-2.54312301,-1.54022265,-3.692423862,12.97184405,13.023881781,-0.455694178,4.39443171,4.391262303,-12558.027350785307,oS,8,-16384.684128277004,cI,2,-0.015586857505695662,-0.024347804435819853,0.5,0.5,-14471.355739531155,-6279.013675392654,-8192.342064138502,-0.019967330970757757,-0.007793428752847831,-0.012173902217909927,-1.9786669240238552,-0.025646978505392326,-0.005679647536453558
Ca4O4,binaries_expanded,cubic,cF,70.0,7.63380495,8.0,pbe,-10283.184406515524,238.0548387,74.549,70.848,,8,20,"[8, 8, 8, 8, 20, 20, 20, 20]",732,20_Ca,8,8,20,-1.62640753,0.31026327,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.7997,10.0,0.5551,7.0,0.6753,11.0,0.0,0.0,-7.09864343,-7.09864343,-3.7635741,-1.95499742,-1.813515141,13.43202126,13.536399783,0.16337658,6.28162381,6.305400741,-2045.5349971410203,tI,4,-18514.547984514036,cF,4,-0.020413716906887203,-0.04376939385110745,0.5,0.5,-10280.041490827529,-1022.7674985705102,-9257.273992257018,-0.03209155537899733,-0.010206858453443601,-0.021884696925553726,-3.1429156879949005,-0.022373345565938507,0.009718209812490386
S4Sc4,binaries_expanded,cubic,cF,70.0,7.91108812,8.0,pbe,-15831.07040850135,286.16392127,79.649,68.312,,16,21,"[16, 16, 16, 16, 21, 21, 21, 21]",733,21_Sc,8,16,21,-2.09291139,0.26932434,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.6338,10.0,2.1383,16.0,0.5804,11.0,0.0,0.0,-5.96396442,-5.96396442,-3.53692415,-3.53692415,-2.161912664,10.17755485,10.215659841,0.041305274,5.7471036,6.404691706,-10862.049342448285,cP,1,-20795.686922935805,hP,2,-0.014884823898682953,-0.02528768603951903,0.5,0.5,-15828.868132692045,-5431.024671224142,-10397.843461467903,-0.02008625496910099,-0.007442411949341476,-0.012643843019759515,-2.2022758093044104,-0.02086345324823924,-0.0007771982782287523
N4Ti4,binaries_expanded,cubic,cF,70.0,8.21489021,8.0,pbe,-12363.545234564072,308.56450076,85.987,69.611,,7,22,"[7, 7, 7, 7, 22, 22, 22, 22]",734,22_Ti,8,22,7,-0.57901012,0.30192328,1.5843,10.0,2.0971,16.0,0.538,11.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-2.52576768,-2.52576768,-8.25462313,-3.99815016,-0.526476342,6.75276856,6.579855169,0.137516499,14.71820934,14.847717177,-23233.53792794809,hP,2,-1490.1139032959857,cP,8,-0.023996913485461846,-0.01778927643727002,0.5,0.5,-12361.82591562204,-11616.768963974046,-745.0569516479928,-0.020893094961365932,-0.011998456742730923,-0.00889463821863501,-1.7193189420330555,-0.018125680719094817,0.0027674142422711157
C4V4,binaries_expanded,cubic,cF,70.0,8.21166633,8.0,pbe,-13435.024274002044,347.43733991,87.579,68.89,,6,23,"[6, 6, 6, 6, 23, 23, 23, 23]",735,23_V,8,6,23,-1.46237959,-0.7277671,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.4968,10.0,0.4492,7.0,0.4861,11.0,0.0,0.0,-6.05205467,-3.50634355,-3.10083769,-1.50553554,-1.62667163,11.49493763,11.61299938,-0.394700909,7.51374216,7.084616394,-1036.8351273024343,hP,4,-25832.36339617188,cI,2,-0.01566043711659404,-0.02604647580665187,0.5,0.5,-13434.599261737158,-518.4175636512172,-12916.18169808594,-0.020853456461622955,-0.00783021855829702,-0.013023237903325935,-0.42501226488639077,-0.027115713586681522,-0.006262257125854376
Cr4N4,binaries_expanded,cubic,cF,70.0,8.42305184,8.0,pbe,-15043.245263202132,324.40039989,88.166,68.692,,7,24,"[7, 7, 7, 7, 24, 24, 24, 24]",736,24_Cr,8,24,7,-0.33884812,0.30192328,1.4233,10.0,1.9656,16.0,0.4436,11.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-3.72345277,-1.32418629,-8.25462313,-3.99815016,-0.335802018,7.57806734,7.390691137,0.137516499,14.71820934,14.847717177,-28596.15777817305,cI,2,-1490.1139032959857,cP,8,-0.02846461648005061,-0.01778927643727002,0.5,0.5,-15043.135840734518,-14298.078889086524,-745.0569516479928,-0.023126946458660314,-0.014232308240025304,-0.00889463821863501,-0.10942246761521801,-0.02478080576292996,-0.0016538593042696448
Mn4S4,binaries_expanded,cubic,cF,70.0,9.02371597,8.0,pbe,-21194.852404916764,372.31734547,90.851,72.627,,16,25,"[16, 16, 16, 16, 25, 25, 25, 25]",737,25_Mn,8,16,25,-2.09291139,0.90883477,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.2951,15.0,1.7431,16.0,0.402,10.0,0.0,0.0,-5.96396442,-5.96396442,-4.46461234,-3.78245139,-2.161912664,10.17755485,10.215659841,0.472587548,6.57623536,7.186420695,-10862.049342448285,cP,1,-31528.448854592305,cF,4,-0.014884823898682953,-0.027981069975794526,0.5,0.5,-21195.249098520297,-5431.024671224142,-15764.224427296152,-0.02143294693723874,-0.007442411949341476,-0.013990534987897263,0.3966936035303661,-0.012861398128734436,0.008571548807594809
Fe4O4,binaries_expanded,cubic,cF,70.0,9.07381547,8.0,pbe,-18340.332834993194,376.46301844,88.612,72.18,,8,26,"[8, 8, 8, 8, 26, 26, 26, 26]",738,26_Fe,8,8,26,-1.62640753,-0.18766997,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.2658,15.0,1.7222,16.0,0.3766,10.0,0.0,0.0,-7.09864343,-7.09864343,-4.36199644,-4.36199644,-1.813515141,13.43202126,13.536399783,-0.313173204,7.16387769,7.816457206,-2045.5349971410203,tI,4,-34634.15026843719,cI,2,-0.020413716906887203,-0.028013179427944124,0.5,0.5,-18339.842632789103,-1022.7674985705102,-17317.075134218594,-0.024213448167415663,-0.010206858453443601,-0.014006589713972062,-0.4902022040914744,-0.012912657592096366,0.011300790578388842
Co4O4,binaries_expanded,cubic,cF,70.0,8.77377052,8.0,pbe,-19982.33886125859,351.97756013,85.682,69.118,,8,27,"[8, 8, 8, 8, 27, 27, 27, 27]",739,27_Co,8,8,27,-1.62640753,-1.15998337,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.2544,15.0,1.5864,16.0,0.3559,10.0,0.0,0.0,-7.09864343,-7.09864343,-4.05116484,-4.05116484,-1.813515141,13.43202126,13.536399783,-0.872105517,8.50848986,8.125601217,-2045.5349971410203,tI,4,-37918.152227308936,hP,2,-0.020413716906887203,-0.027703513755113818,0.5,0.5,-19981.843612224977,-1022.7674985705102,-18959.076113654468,-0.02405861533100051,-0.010206858453443601,-0.013851756877556909,-0.49524903361452743,-0.023640036033611977,0.00041857930045807734
Ni4O4,binaries_expanded,cubic,cF,70.0,8.82826925,8.0,pbe,-21715.350049992823,356.36379479,86.214,69.071,,8,28,"[8, 8, 8, 8, 28, 28, 28, 28]",740,28_Ni,8,8,28,-1.62640753,-1.43536779,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.241,15.0,1.5553,16.0,0.3376,10.0,0.0,0.0,-7.09864343,-7.09864343,-3.70515617,-3.70515617,-1.813515141,13.43202126,13.536399783,-1.022052794,8.45472395,8.201275753,-2045.5349971410203,tI,4,-41383.89004174338,cF,4,-0.020413716906887203,-0.027309492739732377,0.5,0.5,-21714.7125194422,-1022.7674985705102,-20691.94502087169,-0.02386160482330979,-0.010206858453443601,-0.013654746369866189,-0.6375305506226141,-0.0230756716846372,0.0007859331417421345
Br4Cu4,binaries_expanded,cubic,cF,70.0,9.06993919,8.0,pbe,-57983.02333666034,279.81397001,73.144,71.87,,29,35,"[35, 35, 35, 35, 29, 29, 29, 29]",741,29_Cu,8,35,29,-3.41759179,-1.27943647,0.7517,15.0,0.8829,16.0,0.2281,10.0,0.0,0.0,1.2028,15.0,1.8653,16.0,0.319,10.0,0.0,0.0,-7.45588585,0.09904591,-4.90153402,-3.97007042,-3.486670625,11.82274486,11.864677775,-1.295153636,8.35058622,8.367551932,-70929.85942319082,oS,8,-45035.72017645558,cF,4,-0.025440954239456914,-0.02389874838263495,0.5,0.5,-57982.7897998232,-35464.92971159541,-22517.86008822779,-0.02466985131104593,-0.012720477119728457,-0.011949374191317474,-0.2335368371423101,-0.017118348856456578,0.007551502454589354
O4Zn4,binaries_expanded,cubic,cF,70.0,8.75027702,8.0,pbe,-25461.760621394023,350.0951053,85.453,68.63,,8,30,"[8, 8, 8, 8, 30, 30, 30, 30]",742,30_Zn,8,8,30,-1.62640753,1.00596785,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.1054,15.0,1.6393,16.0,0.2997,10.0,0.0,0.0,-7.09864343,-7.09864343,-5.99854228,-1.067667,-1.813515141,13.43202126,13.536399783,0.940787159,9.85634643,9.902511277,-2045.5349971410203,tI,4,-48874.79706211687,hP,2,-0.020413716906887203,-0.02267484783078544,0.5,0.5,-25460.166029628945,-1022.7674985705102,-24437.398531058436,-0.02154428236883632,-0.010206858453443601,-0.01133742391539272,-1.5945917650788033,-0.030728604604519205,-0.00918432223261334
Ga4P4,binaries_expanded,cubic,cF,70.0,8.86179219,8.0,pbe,-31105.94579532305,267.11837492,85.568,69.88,,15,31,"[15, 15, 15, 15, 31, 31, 31, 31]",743,31_Ga,8,15,31,-0.6071147,-0.34248556,0.8359,6.0,0.9704,7.0,1.999,14.0,0.0,0.0,1.0075,15.0,1.3468,16.0,0.2822,10.0,0.0,0.0,-6.24123172,-3.71382083,-2.87108298,-2.87108298,-0.681535392,10.43510715,10.491352025,-0.472392713,5.83232544,5.875540245,-9308.965824906432,oS,8,-52902.04577842241,oS,8,-0.009085885007152683,-0.018887089579948224,0.5,0.5,-31105.50580166442,-4654.482912453216,-26451.022889211206,-0.013986487293550454,-0.0045429425035763416,-0.009443544789974112,-0.43999365862691775,-0.01512392364020343,-0.001137436345743481
Ge3Te3,binaries_expanded,trigonal,hR,70.0,9.69720995,8.0,pbe,-121035.34701996708,354.41086547,73.125,75.742,,32,52,"[52, 52, 52, 32, 32, 32]",744,32_Ge,6,52,32,-2.04580993,-1.30030917,0.9509,24.0,1.1493,25.0,0.4294,19.0,0.0,0.0,0.9267,15.0,1.1746,16.0,0.2666,10.0,0.0,0.0,-5.22038962,-5.22038962,-4.41225871,-2.8632044,-2.094118341,8.6303583,8.658444017,-1.373580878,7.90478803,7.954111801,-184951.49615778567,hP,3,-57118.99963166599,cF,2,-0.014991664880653843,-0.01822347167035332,0.5,0.5,-121035.24789472584,-92475.74807889284,-28559.499815832994,-0.01660756827550358,-0.007495832440326922,-0.00911173583517666,-0.09912524125320488,-0.01711732843250502,-0.0005097601570014376
As4Ga4,binaries_expanded,cubic,cF,70.0,9.24488254,8.0,pbe,-57214.98489638435,290.71232,72.306,72.901,,31,33,"[33, 33, 33, 33, 31, 31, 31, 31]",745,33_As,8,33,31,-0.61025079,-0.34248556,0.8605,15.0,1.0519,16.0,0.2524,10.0,0.0,0.0,1.0075,15.0,1.3468,16.0,0.2822,10.0,0.0,0.0,-5.90793687,-3.58091621,-2.87108298,-2.87108298,-0.672988541,9.84721516,9.896739284,-0.472392713,5.83232544,5.875540245,-61527.1870034457,hR,6,-52902.04577842241,oS,8,-0.015055158168252092,-0.018887089579948224,0.5,0.5,-57214.616390934054,-30763.59350172285,-26451.022889211206,-0.016971123874100158,-0.007527579084126046,-0.009443544789974112,-0.3685054502893763,-0.014944498492695857,0.002026625381404301
Cd2Se2,binaries_expanded,hexagonal,hP,70.0,9.33901187,8.0,pbe,-109203.24223024378,296.66239303,72.401,71.396,,34,48,"[34, 34, 48, 48]",746,34_Se,4,34,48,-2.06166622,0.99936643,0.8011,15.0,0.9576,16.0,0.2396,10.0,0.0,0.0,1.2328,24.0,1.7563,25.0,0.5191,19.0,0.0,0.0,-5.61532081,-5.61532081,-5.69765828,-1.11459223,-2.137150532,9.48645635,9.521048509,0.958243665,9.27058591,9.309496174,-66129.61344651703,hP,3,-152275.57535134844,hP,2,-0.014586487232008949,-0.03653946204576641,0.5,0.5,-109202.59439893274,-33064.806723258516,-76137.78767567422,-0.02556297463888768,-0.0072932436160044745,-0.018269731022883207,-0.6478313110419549,-0.02097386350214947,0.004589111136738211
